prop_id,prop_type,province,city,location,bedrooms,bathrooms,area,purpose,date_added,price,pprice
1279,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,5,350 Sq. Yd.,For Sale,6/27/2023,PKR2 Crore,20000000
1280,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",9,8,"1,000 Sq. Yd.",For Sale,6/29/2023,PKR9.5 Crore,95000000
1281,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/27/2023,PKR2.35 Crore,23500000
1282,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,4,500 Sq. Yd.,For Sale,6/29/2023,PKR10.5 Crore,105000000
1283,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,6/29/2023,PKR9 Crore,90000000
1284,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,6/29/2023,PKR14.5 Crore,145000000
1285,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,7/18/2023,PKR7.2 Crore,72000000
1286,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,7/18/2023,PKR7.15 Crore,71500000
1287,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,2,180 Sq. Yd.,For Sale,7/18/2023,PKR6.8 Crore,68000000
1288,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",8,6,"1,000 Sq. Yd.",For Sale,7/18/2023,PKR40 Crore,400000000
1289,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,7/18/2023,PKR7.5 Crore,75000000
1290,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",7,6,611 Sq. Yd.,For Sale,07/04/2023,PKR12 Crore,120000000
1291,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,500 Sq. Yd.,For Sale,07/04/2023,PKR10.6 Crore,106000000
1292,Flat,Sindh,Karachi,"Clifton, Karachi, Sindh",4,3,233 Sq. Yd.,For Sale,07/04/2023,PKR5 Crore,50000000
1293,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,300 Sq. Yd.,For Sale,07/04/2023,PKR8 Crore,80000000
1294,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/04/2023,PKR9.15 Crore,91500000
1295,Flat,Sindh,Karachi,"Gadap Town, Karachi, Sindh",2,2,67 Sq. Yd.,For Sale,6/30/2023,PKR55 Lakh,550000000
1296,Flat,Sindh,Karachi,"Malir, Karachi, Sindh",2,2,67 Sq. Yd.,For Sale,6/30/2023,PKR55 Lakh,550000000
1297,Upper Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,6/30/2023,PKR3.35 Crore,33500000
1298,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,4,341 Sq. Yd.,For Sale,6/28/2023,PKR5.7 Crore,57000000
1299,Upper Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,120 Sq. Yd.,For Sale,6/30/2023,PKR1.45 Crore,14500000
1300,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",5,5,156 Sq. Yd.,For Sale,6/30/2023,PKR2.5 Crore,25000000
1301,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,150 Sq. Yd.,For Sale,6/28/2023,PKR1.9 Crore,19000000
1302,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,6/29/2023,PKR10.5 Crore,105000000
1303,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,6/29/2023,PKR11.5 Crore,115000000
1304,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,4,201 Sq. Yd.,For Sale,6/27/2023,PKR1.87 Crore,18700000
1305,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,135 Sq. Yd.,For Sale,6/27/2023,PKR1.21 Crore,12100000
1306,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,110 Sq. Yd.,For Sale,6/29/2023,PKR99 Lakh,990000000
1307,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,6,350 Sq. Yd.,For Sale,6/27/2023,PKR2.03 Crore,20300000
1308,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,2,122 Sq. Yd.,For Sale,6/27/2023,PKR58 Lakh,580000000
1309,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,152 Sq. Yd.,For Sale,6/27/2023,PKR1.4 Crore,14000000
1310,House,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,311 Sq. Yd.,For Sale,7/18/2023,PKR5.8 Crore,58000000
1311,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,286 Sq. Yd.,For Sale,7/18/2023,PKR3.75 Crore,37500000
1312,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,300 Sq. Yd.,For Sale,7/18/2023,PKR4.05 Crore,40500000
1313,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,7/18/2023,PKR8.1 Crore,81000000
1314,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",1,1,111 Sq. Yd.,For Sale,7/25/2023,PKR3.68 Crore,36800000
1315,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,07/04/2023,PKR9.3 Crore,93000000
1316,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",6,6,120 Sq. Yd.,For Sale,07/04/2023,PKR2.65 Crore,26500000
1317,Flat,Sindh,Karachi,"Bath Island, Karachi, Sindh",3,3,244 Sq. Yd.,For Sale,07/04/2023,PKR7 Crore,70000000
1318,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,233 Sq. Yd.,For Sale,07/11/2023,PKR3.5 Crore,35000000
1319,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,6/28/2023,PKR1.6 Crore,16000000
1320,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,6/30/2023,PKR1.94 Crore,19400000
1321,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",6,6,200 Sq. Yd.,For Sale,6/28/2023,PKR4.5 Crore,45000000
1322,Lower Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,6/28/2023,PKR2.9 Crore,29000000
1323,Upper Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,3,130 Sq. Yd.,For Sale,6/28/2023,PKR1.35 Crore,13500000
1324,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,122 Sq. Yd.,For Sale,6/28/2023,PKR1 Crore,10000000
1325,Upper Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,6/28/2023,PKR2.25 Crore,22500000
1326,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,6/29/2023,PKR27.84 Lakh,278400000
1327,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,6/29/2023,PKR35.74 Lakh,357400000
1328,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,6/29/2023,PKR27.84 Lakh,278400000
1329,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,6/29/2023,PKR35.74 Lakh,357400000
1330,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,6/29/2023,PKR27.84 Lakh,278400000
1331,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,6/29/2023,PKR35.74 Lakh,357400000
1332,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,6/29/2023,PKR27.84 Lakh,278400000
1333,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,6/29/2023,PKR35.74 Lakh,357400000
1334,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,311 Sq. Yd.,For Sale,7/25/2023,PKR6.65 Crore,66500000
1335,Flat,Sindh,Karachi,"Sea View Apartments, Karachi, Sindh",4,3,300 Sq. Yd.,For Sale,7/25/2023,PKR5.6 Crore,56000000
1336,Flat,Sindh,Karachi,"Sea View Apartments, Karachi, Sindh",4,3,300 Sq. Yd.,For Sale,7/25/2023,PKR3.7 Crore,37000000
1337,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,7/25/2023,PKR1.1 Crore,11000000
1338,Flat,Sindh,Karachi,"Garden West, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,7/25/2023,PKR1.3 Crore,13000000
1339,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,50 Sq. Yd.,For Sale,07/11/2023,PKR22 Lakh,220000000
1340,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,50 Sq. Yd.,For Sale,07/11/2023,PKR17 Lakh,170000000
1341,Flat,Sindh,Karachi,"Bath Island, Karachi, Sindh",3,3,244 Sq. Yd.,For Sale,07/11/2023,PKR7 Crore,70000000
1342,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,233 Sq. Yd.,For Sale,07/11/2023,PKR3.5 Crore,35000000
1343,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,6/29/2023,PKR1.6 Crore,16000000
1344,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,07/01/2023,PKR1.94 Crore,19400000
1345,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",6,6,200 Sq. Yd.,For Sale,6/29/2023,PKR4.5 Crore,45000000
1346,Lower Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,6/29/2023,PKR2.9 Crore,29000000
1347,Upper Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,3,130 Sq. Yd.,For Sale,6/29/2023,PKR1.35 Crore,13500000
1348,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,122 Sq. Yd.,For Sale,6/29/2023,PKR1 Crore,10000000
1349,Upper Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,6/29/2023,PKR2.25 Crore,22500000
1350,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,6/30/2023,PKR27.84 Lakh,278400000
1351,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,6/30/2023,PKR35.74 Lakh,357400000
1352,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,6/30/2023,PKR27.84 Lakh,278400000
1353,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,6/30/2023,PKR35.74 Lakh,357400000
1354,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,6/30/2023,PKR27.84 Lakh,278400000
1355,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,6/30/2023,PKR35.74 Lakh,357400000
1356,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,6/30/2023,PKR27.84 Lakh,278400000
1357,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,6/30/2023,PKR35.74 Lakh,357400000
1358,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,311 Sq. Yd.,For Sale,7/25/2023,PKR6.65 Crore,66500000
1359,Flat,Sindh,Karachi,"Sea View Apartments, Karachi, Sindh",4,3,300 Sq. Yd.,For Sale,7/25/2023,PKR5.6 Crore,56000000
1360,Flat,Sindh,Karachi,"Sea View Apartments, Karachi, Sindh",4,3,300 Sq. Yd.,For Sale,7/25/2023,PKR3.7 Crore,37000000
1361,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,7/25/2023,PKR1.1 Crore,11000000
1362,Flat,Sindh,Karachi,"Garden West, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,7/25/2023,PKR1.3 Crore,13000000
1363,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,50 Sq. Yd.,For Sale,07/11/2023,PKR22 Lakh,220000000
1364,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,50 Sq. Yd.,For Sale,07/11/2023,PKR17 Lakh,170000000
1365,House,Sindh,Karachi,"Jamshed Town, Karachi, Sindh",6,6,300 Sq. Yd.,For Sale,07/11/2023,PKR10.5 Crore,105000000
1366,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,5,300 Sq. Yd.,For Sale,07/11/2023,PKR6.7 Crore,67000000
1367,Flat,Sindh,Karachi,"Malir, Karachi, Sindh",2,2,83 Sq. Yd.,For Sale,07/01/2023,PKR80 Lakh,800000000
1368,Flat,Sindh,Karachi,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,5,389 Sq. Yd.,For Sale,07/01/2023,PKR8.75 Crore,87500000
1369,Lower Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,6/29/2023,PKR2.6 Crore,26000000
1370,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,216 Sq. Yd.,For Sale,6/30/2023,PKR1.47 Crore,14700000
1371,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",6,6,400 Sq. Yd.,For Sale,6/30/2023,PKR6.5 Crore,65000000
1374,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,6/30/2023,PKR3.95 Crore,39500000
1375,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",10,9,"1,000 Sq. Yd.",For Sale,6/27/2023,PKR21.5 Crore,215000000
1376,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,144 Sq. Yd.,For Sale,6/27/2023,PKR98 Lakh,980000000
1377,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,380 Sq. Yd.,For Sale,6/30/2023,PKR6.95 Crore,69500000
1378,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/27/2023,PKR9.75 Crore,97500000
1379,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/27/2023,PKR1.8 Crore,18000000
1380,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/27/2023,PKR1.58 Crore,15800000
1381,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/27/2023,PKR1.7 Crore,17000000
1382,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,2,182 Sq. Yd.,For Sale,7/25/2023,PKR5.75 Crore,57500000
1383,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,500 Sq. Yd.,For Sale,7/25/2023,PKR4.15 Crore,41500000
1384,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,267 Sq. Yd.,For Sale,7/25/2023,PKR3.7 Crore,37000000
1385,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,5,360 Sq. Yd.,For Sale,6/27/2023,PKR4 Crore,40000000
1386,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,"1,000 Sq. Yd.",For Sale,07/11/2023,PKR36 Crore,360000000
1387,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,07/11/2023,PKR17 Crore,170000000
1388,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,07/11/2023,PKR1.7 Crore,17000000
1389,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",7,7,350 Sq. Yd.,For Sale,07/11/2023,PKR7.6 Crore,76000000
1390,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,125 Sq. Yd.,For Sale,07/01/2023,PKR1.3 Crore,13000000
1391,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,4,272 Sq. Yd.,For Sale,07/01/2023,PKR3.4 Crore,34000000
1392,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,5,272 Sq. Yd.,For Sale,6/30/2023,PKR3.6 Crore,36000000
1393,Upper Portion,Sindh,Karachi,"Nazimabad, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,6/30/2023,PKR58 Lakh,580000000
1394,Flat,Sindh,Karachi,"Scheme 33, Karachi, Sindh",2,2,88 Sq. Yd.,For Sale,6/30/2023,PKR58 Lakh,580000000
1395,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,6/30/2023,PKR7.45 Crore,74500000
1396,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,6/30/2023,PKR7.4 Crore,74000000
1397,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,500 Sq. Yd.,For Sale,6/30/2023,PKR10 Crore,100000000
1398,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,250 Sq. Yd.,For Sale,6/27/2023,PKR3.15 Crore,31500000
1399,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,156 Sq. Yd.,For Sale,6/27/2023,PKR59 Lakh,590000000
1400,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/30/2023,PKR11.5 Crore,115000000
1401,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,6/27/2023,PKR11.5 Crore,115000000
1402,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,6/27/2023,PKR11.5 Crore,115000000
1403,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,6/30/2023,PKR2.1 Crore,21000000
1404,Upper Portion,Sindh,Karachi,"Federal B Area, Karachi, Sindh",3,3,120 Sq. Yd.,For Sale,07/03/2023,PKR80 Lakh,800000000
1405,Upper Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,07/03/2023,PKR3.15 Crore,31500000
1406,House,Sindh,Karachi,"Malir, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/03/2023,PKR9.75 Crore,97500000
1407,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,07/03/2023,PKR8.7 Crore,87000000
1408,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,07/02/2023,PKR65 Lakh,650000000
1409,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,07/02/2023,PKR1.55 Crore,15500000
1410,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",4,4,120 Sq. Yd.,For Sale,07/02/2023,PKR2.9 Crore,29000000
1411,Flat,Sindh,Karachi,"Nazimabad, Karachi, Sindh",3,3,150 Sq. Yd.,For Sale,07/02/2023,PKR1.45 Crore,14500000
1412,Flat,Sindh,Karachi,"Scheme 33, Karachi, Sindh",2,2,117 Sq. Yd.,For Sale,07/02/2023,PKR65 Lakh,650000000
1413,House,Sindh,Karachi,"Cantt, Karachi, Sindh",6,6,200 Sq. Yd.,For Sale,07/02/2023,PKR3.7 Crore,37000000
1414,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,07/02/2023,PKR1.4 Crore,14000000
1419,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",4,3,144 Sq. Yd.,For Sale,7/18/2023,PKR1.25 Crore,12500000
1420,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,6/27/2023,PKR1.15 Crore,11500000
1421,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,418 Sq. Yd.,For Sale,7/18/2023,PKR7.75 Crore,77500000
1422,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,4,500 Sq. Yd.,For Sale,7/18/2023,PKR10 Crore,100000000
1423,House,Sindh,Karachi,"Bin Qasim Town, Karachi, Sindh",2,2,120 Sq. Yd.,For Sale,7/18/2023,PKR1.6 Crore,16000000
1424,House,Sindh,Karachi,"Bin Qasim Town, Karachi, Sindh",5,4,120 Sq. Yd.,For Sale,7/18/2023,PKR2.8 Crore,28000000
1425,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,07/01/2023,PKR5.4 Crore,54000000
1426,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",1,1,63 Sq. Yd.,For Sale,07/04/2023,PKR60 Lakh,600000000
1427,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,07/04/2023,PKR14.5 Crore,145000000
1428,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,8,80 Sq. Yd.,For Sale,07/03/2023,PKR2.75 Crore,27500000
1429,Upper Portion,Sindh,Karachi,"Jamshed Town, Karachi, Sindh",3,3,222 Sq. Yd.,For Sale,07/03/2023,PKR2.65 Crore,26500000
1430,Flat,Sindh,Karachi,"Rashid Minhas Road, Karachi, Sindh",2,2,133 Sq. Yd.,For Sale,07/03/2023,PKR1.65 Crore,16500000
1431,Flat,Sindh,Karachi,"Rashid Minhas Road, Karachi, Sindh",2,2,133 Sq. Yd.,For Sale,07/04/2023,PKR1.65 Crore,16500000
1432,Flat,Sindh,Karachi,"Rashid Minhas Road, Karachi, Sindh",4,3,189 Sq. Yd.,For Sale,07/04/2023,PKR2.4 Crore,24000000
1433,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",4,4,120 Sq. Yd.,For Sale,07/02/2023,PKR1.25 Crore,12500000
1434,Flat,Sindh,Karachi,"Scheme 33, Karachi, Sindh",2,2,128 Sq. Yd.,For Sale,07/02/2023,PKR70 Lakh,700000000
1435,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",7,6,500 Sq. Yd.,For Sale,07/02/2023,PKR19.75 Crore,197500000
1436,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,714 Sq. Yd.,For Sale,07/02/2023,PKR7.65 Crore,76500000
1437,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,07/02/2023,PKR7.25 Crore,72500000
1448,Flat,Sindh,Karachi,"Gizri, Karachi, Sindh",3,3,178 Sq. Yd.,For Sale,7/25/2023,PKR1.35 Crore,13500000
1449,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",5,8,100 Sq. Yd.,For Sale,7/25/2023,PKR1.35 Crore,13500000
1450,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,07/04/2023,PKR1.65 Crore,16500000
1451,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,5,250 Sq. Yd.,For Sale,07/04/2023,PKR3.5 Crore,35000000
1452,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,3,267 Sq. Yd.,For Sale,07/04/2023,PKR6.5 Crore,65000000
1453,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,2,200 Sq. Yd.,For Sale,07/04/2023,PKR5.8 Crore,58000000
1454,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,2,200 Sq. Yd.,For Sale,07/04/2023,PKR5.85 Crore,58500000
1455,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,4,289 Sq. Yd.,For Sale,07/04/2023,PKR8 Crore,80000000
1456,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,3,272 Sq. Yd.,For Sale,07/04/2023,PKR6.9 Crore,69000000
1457,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",8,11,"1,050 Sq. Yd.",For Sale,07/02/2023,PKR22.5 Crore,225000000
1458,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,300 Sq. Yd.,For Sale,07/02/2023,PKR6.9 Crore,69000000
1459,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,07/02/2023,PKR11.75 Crore,117500000
1460,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,500 Sq. Yd.,For Sale,07/02/2023,PKR10.25 Crore,102500000
1461,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,07/02/2023,PKR1.7 Crore,17000000
1462,Upper Portion,Sindh,Karachi,"Scheme 33, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,07/02/2023,PKR59.5 Lakh,595000000
1463,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,07/02/2023,PKR2.3 Crore,23000000
1464,Flat,Sindh,Karachi,"North Karachi, Karachi, Sindh",2,2,104 Sq. Yd.,For Sale,07/02/2023,PKR67 Lakh,670000000
1465,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,154 Sq. Yd.,For Sale,7/25/2023,PKR1.05 Crore,10500000
1466,Lower Portion,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/25/2023,PKR2.25 Crore,22500000
1471,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/27/2023,PKR9 Crore,90000000
1472,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,6,"1,000 Sq. Yd.",For Sale,6/27/2023,PKR17 Crore,170000000
1473,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,4,110 Sq. Yd.,For Sale,6/27/2023,PKR2.9 Crore,29000000
1474,House,Sindh,Karachi,"Bin Qasim Town, Karachi, Sindh",3,3,120 Sq. Yd.,For Sale,6/27/2023,PKR90 Lakh,900000000
1478,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,3,272 Sq. Yd.,For Sale,07/04/2023,PKR6.85 Crore,68500000
