prop_id,prop_type,province,city,location,bedrooms,bathrooms,area,purpose,date_added,price,pprice
673,House,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",5,5,256 Sq. Yd.,For Sale,6/29/2023,PKR5.5 Crore,55000000
674,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,161 Sq. Yd.,For Sale,6/29/2023,PKR1.9 Crore,19000000
675,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",4,4,222 Sq. Yd.,For Sale,6/29/2023,PKR2.6 Crore,26000000
676,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,161 Sq. Yd.,For Sale,6/29/2023,PKR1.45 Crore,14500000
677,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/29/2023,PKR2.3 Crore,23000000
678,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/04/2023,PKR12 Crore,120000000
679,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,07/04/2023,PKR2.1 Crore,21000000
680,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,2,167 Sq. Yd.,For Sale,07/04/2023,PKR4.65 Crore,46500000
681,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,07/04/2023,PKR1.3 Crore,13000000
682,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,07/04/2023,PKR7.3 Crore,73000000
684,House,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",6,6,200 Sq. Yd.,For Sale,07/02/2023,PKR5.5 Crore,55000000
685,House,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",8,6,200 Sq. Yd.,For Sale,07/02/2023,PKR5.75 Crore,57500000
686,Upper Portion,Sindh,Karachi,"Federal B Area, Karachi, Sindh",3,3,155 Sq. Yd.,For Sale,07/02/2023,PKR1.3 Crore,13000000
687,Flat,Sindh,Karachi,"Clifton, Karachi, Sindh",4,4,311 Sq. Yd.,For Sale,07/02/2023,PKR10.5 Crore,105000000
688,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,125 Sq. Yd.,For Sale,6/29/2023,PKR1.3 Crore,13000000
689,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,600 Sq. Yd.,For Sale,6/29/2023,PKR17.5 Crore,175000000
690,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,6/29/2023,PKR1.4 Crore,14000000
691,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/29/2023,PKR1.4 Crore,14000000
692,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/29/2023,PKR1.65 Crore,16500000
693,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,6/29/2023,PKR1.4 Crore,14000000
694,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,8,400 Sq. Yd.,For Sale,6/29/2023,PKR7.5 Crore,75000000
695,Upper Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,220 Sq. Yd.,For Sale,6/29/2023,PKR2.25 Crore,22500000
696,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,6/29/2023,PKR95 Lakh,950000000
697,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,89 Sq. Yd.,For Sale,6/29/2023,PKR87 Lakh,870000000
698,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,122 Sq. Yd.,For Sale,6/29/2023,PKR1.4 Crore,14000000
699,Upper Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",4,3,150 Sq. Yd.,For Sale,6/29/2023,PKR1.45 Crore,14500000
700,Upper Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",4,4,512 Sq. Yd.,For Sale,6/29/2023,PKR2.9 Crore,29000000
701,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,122 Sq. Yd.,For Sale,6/29/2023,PKR1.35 Crore,13500000
702,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,178 Sq. Yd.,For Sale,6/29/2023,PKR1.9 Crore,19000000
703,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/04/2023,PKR8.5 Crore,85000000
704,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",4,4,367 Sq. Yd.,For Sale,07/04/2023,PKR5 Crore,50000000
705,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,07/04/2023,PKR7.5 Crore,75000000
706,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,07/04/2023,PKR7.25 Crore,72500000
707,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/04/2023,PKR8.75 Crore,87500000
708,House,Sindh,Karachi,"Malir, Karachi, Sindh",3,3,120 Sq. Yd.,For Sale,07/02/2023,PKR2.25 Crore,22500000
709,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,4,350 Sq. Yd.,For Sale,07/02/2023,PKR2.1 Crore,21000000
710,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,07/02/2023,PKR4 Crore,40000000
711,House,Sindh,Karachi,"Naya Nazimabad, Karachi, Sindh",4,4,160 Sq. Yd.,For Sale,07/02/2023,PKR3.85 Crore,38500000
712,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",1,,29 Sq. Yd.,For Sale,07/02/2023,PKR26 Lakh,260000000
713,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,79 Sq. Yd.,For Sale,6/29/2023,PKR71.23 Lakh,712300000
714,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,6/29/2023,PKR35.74 Lakh,357400000
715,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",4,3,194 Sq. Yd.,For Sale,6/29/2023,PKR1.65 Crore,16500000
716,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,2,128 Sq. Yd.,For Sale,6/29/2023,PKR1.55 Crore,15500000
717,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,6/29/2023,PKR1.25 Crore,12500000
718,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,122 Sq. Yd.,For Sale,6/29/2023,PKR1.4 Crore,14000000
719,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,172 Sq. Yd.,For Sale,6/29/2023,PKR80 Lakh,800000000
720,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,178 Sq. Yd.,For Sale,6/29/2023,PKR1.9 Crore,19000000
721,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,161 Sq. Yd.,For Sale,6/29/2023,PKR1.85 Crore,18500000
722,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,6/29/2023,PKR1.6 Crore,16000000
723,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,89 Sq. Yd.,For Sale,6/29/2023,PKR50 Lakh,500000000
724,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,178 Sq. Yd.,For Sale,6/29/2023,PKR2.6 Crore,26000000
725,Upper Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,256 Sq. Yd.,For Sale,6/29/2023,PKR2.6 Crore,26000000
726,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,6/29/2023,PKR1.2 Crore,12000000
727,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,7,"1,000 Sq. Yd.",For Sale,6/29/2023,PKR12 Crore,120000000
728,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,07/04/2023,PKR7.15 Crore,71500000
729,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,300 Sq. Yd.,For Sale,07/04/2023,PKR4.15 Crore,41500000
730,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",4,4,333 Sq. Yd.,For Sale,07/04/2023,PKR4.6 Crore,46000000
731,House,Sindh,Karachi,"Cantt, Karachi, Sindh",6,6,550 Sq. Yd.,For Sale,07/04/2023,PKR12.75 Crore,127500000
732,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/04/2023,PKR8.6 Crore,86000000
733,Upper Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,07/03/2023,PKR1.7 Crore,17000000
734,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,6/27/2023,PKR17 Crore,170000000
735,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",6,6,200 Sq. Yd.,For Sale,07/03/2023,PKR4.1 Crore,41000000
736,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",6,6,300 Sq. Yd.,For Sale,07/03/2023,PKR4.65 Crore,46500000
740,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",4,4,244 Sq. Yd.,For Sale,6/29/2023,PKR1.99 Crore,19900000
741,Flat,Sindh,Karachi,"Shahra-e-Faisal, Karachi, Sindh",3,4,233 Sq. Yd.,For Sale,6/29/2023,PKR2.75 Crore,27500000
742,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,4,272 Sq. Yd.,For Sale,6/29/2023,PKR3.8 Crore,38000000
743,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,125 Sq. Yd.,For Sale,6/29/2023,PKR1.48 Crore,14800000
744,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,122 Sq. Yd.,For Sale,6/29/2023,PKR1.8 Crore,18000000
745,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,194 Sq. Yd.,For Sale,6/29/2023,PKR1.95 Crore,19500000
746,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,122 Sq. Yd.,For Sale,6/29/2023,PKR1.75 Crore,17500000
747,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,183 Sq. Yd.,For Sale,6/29/2023,PKR2.8 Crore,28000000
748,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",,,600 Sq. Yd.,For Sale,6/29/2023,PKR13.5 Crore,135000000
749,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,"1,000 Sq. Yd.",For Sale,6/29/2023,PKR22 Crore,220000000
750,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,108 Sq. Yd.,For Sale,6/29/2023,PKR1.3 Crore,13000000
751,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,244 Sq. Yd.,For Sale,6/29/2023,PKR2 Crore,20000000
752,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,07/04/2023,PKR7.4 Crore,74000000
753,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,427 Sq. Yd.,For Sale,07/04/2023,PKR9.25 Crore,92500000
754,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,125 Sq. Yd.,For Sale,07/04/2023,PKR1.5 Crore,15000000
755,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,2,180 Sq. Yd.,For Sale,07/04/2023,PKR5.6 Crore,56000000
756,Flat,Sindh,Karachi,"North Karachi, Karachi, Sindh",3,5,178 Sq. Yd.,For Sale,07/03/2023,PKR1.2 Crore,12000000
757,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",4,4,300 Sq. Yd.,For Sale,07/03/2023,PKR1.75 Crore,17500000
758,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,07/03/2023,PKR4.5 Crore,45000000
759,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,9,"1,000 Sq. Yd.",For Sale,07/03/2023,PKR23 Crore,230000000
760,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,6/28/2023,PKR1.3 Crore,13000000
761,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/28/2023,PKR1.4 Crore,14000000
762,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,4,272 Sq. Yd.,For Sale,6/29/2023,PKR3.8 Crore,38000000
763,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,96 Sq. Yd.,For Sale,6/29/2023,PKR86 Lakh,860000000
764,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/29/2023,PKR92 Lakh,920000000
765,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,4,350 Sq. Yd.,For Sale,6/29/2023,PKR2.25 Crore,22500000
766,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/29/2023,PKR1.82 Crore,18200000
767,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,256 Sq. Yd.,For Sale,6/29/2023,PKR2.5 Crore,25000000
768,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/29/2023,PKR96 Lakh,960000000
769,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",4,3,200 Sq. Yd.,For Sale,6/29/2023,PKR2.4 Crore,24000000
770,Upper Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",4,3,150 Sq. Yd.,For Sale,6/29/2023,PKR1.5 Crore,15000000
771,Upper Portion,Sindh,Karachi,"North Karachi, Karachi, Sindh",2,2,120 Sq. Yd.,For Sale,6/29/2023,PKR1.25 Crore,12500000
772,Upper Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",5,4,280 Sq. Yd.,For Sale,6/29/2023,PKR2.8 Crore,28000000
773,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",4,3,200 Sq. Yd.,For Sale,6/29/2023,PKR2.4 Crore,24000000
774,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",4,4,200 Sq. Yd.,For Sale,6/29/2023,PKR1.6 Crore,16000000
775,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,3,290 Sq. Yd.,For Sale,07/04/2023,PKR11.69 Crore,116900000
776,Flat,Sindh,Karachi,"Malir, Karachi, Sindh",3,3,244 Sq. Yd.,For Sale,07/04/2023,PKR3.4 Crore,34000000
777,House,Sindh,Karachi,"Police Society, Karachi, Sindh",6,11,400 Sq. Yd.,For Sale,07/03/2023,PKR6 Crore,60000000
778,Lower Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,4,284 Sq. Yd.,For Sale,07/03/2023,PKR4.5 Crore,45000000
779,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",2,4,111 Sq. Yd.,For Sale,07/03/2023,PKR65 Lakh,650000000
780,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",6,4,120 Sq. Yd.,For Sale,07/03/2023,PKR2.35 Crore,23500000
781,Flat,Sindh,Karachi,"Nazimabad, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,07/03/2023,PKR1.3 Crore,13000000
782,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,352 Sq. Yd.,For Sale,6/30/2023,PKR6.5 Crore,65000000
783,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,267 Sq. Yd.,For Sale,6/30/2023,PKR6.75 Crore,67500000
784,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,200 Sq. Yd.,For Sale,6/29/2023,PKR1.85 Crore,18500000
785,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/29/2023,PKR7.1 Crore,71000000
786,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,235 Sq. Yd.,For Sale,6/29/2023,PKR1.62 Crore,16200000
787,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,4,350 Sq. Yd.,For Sale,6/29/2023,PKR2.1 Crore,21000000
788,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/29/2023,PKR2 Crore,20000000
789,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/29/2023,PKR83 Lakh,830000000
790,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,83 Sq. Yd.,For Sale,6/29/2023,PKR85 Lakh,850000000
791,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,156 Sq. Yd.,For Sale,6/29/2023,PKR1.72 Crore,17200000
792,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,6/29/2023,PKR92 Lakh,920000000
793,Flat,Sindh,Karachi,"North Karachi, Karachi, Sindh",2,2,83 Sq. Yd.,For Sale,6/27/2023,PKR55 Lakh,550000000
794,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",1,1,58 Sq. Yd.,For Sale,6/29/2023,PKR42 Lakh,420000000
795,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,156 Sq. Yd.,For Sale,6/29/2023,PKR1.75 Crore,17500000
796,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/29/2023,PKR1.25 Crore,12500000
797,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,4,100 Sq. Yd.,For Sale,07/04/2023,PKR4 Crore,40000000
798,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,07/04/2023,PKR1.4 Crore,14000000
799,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,07/04/2023,PKR1.55 Crore,15500000
800,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,07/04/2023,PKR2.05 Crore,20500000
801,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,07/11/2023,PKR2.05 Crore,20500000
802,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,07/03/2023,PKR4.25 Crore,42500000
803,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",6,6,400 Sq. Yd.,For Sale,07/03/2023,PKR7 Crore,70000000
804,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,"1,000 Sq. Yd.",For Sale,6/27/2023,PKR36 Crore,360000000
805,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,"1,000 Sq. Yd.",For Sale,07/03/2023,PKR40 Crore,400000000
806,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,300 Sq. Yd.,For Sale,07/03/2023,PKR6.3 Crore,63000000
807,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,3,272 Sq. Yd.,For Sale,6/30/2023,PKR6.5 Crore,65000000
808,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,3,272 Sq. Yd.,For Sale,6/27/2023,PKR6.75 Crore,67500000
809,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,200 Sq. Yd.,For Sale,6/29/2023,PKR2.4 Crore,24000000
810,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/29/2023,PKR85 Lakh,850000000
811,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,133 Sq. Yd.,For Sale,6/29/2023,PKR1.22 Crore,12200000
812,House,Sindh,Karachi,"Malir, Karachi, Sindh",3,3,120 Sq. Yd.,For Sale,6/29/2023,PKR2.2 Crore,22000000
813,House,Sindh,Karachi,"Malir, Karachi, Sindh",3,3,120 Sq. Yd.,For Sale,6/29/2023,PKR2.25 Crore,22500000
814,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,1,153 Sq. Yd.,For Sale,6/29/2023,PKR4.5 Crore,45000000
815,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,4,389 Sq. Yd.,For Sale,6/29/2023,PKR14.3 Crore,143000000
816,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,4,389 Sq. Yd.,For Sale,6/29/2023,PKR13.14 Crore,131400000
817,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,219 Sq. Yd.,For Sale,6/29/2023,PKR7.9 Crore,79000000
818,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,303 Sq. Yd.,For Sale,6/29/2023,PKR9.92 Crore,99200000
819,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,6/29/2023,PKR7.5 Crore,75000000
820,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,6/29/2023,PKR9 Crore,90000000
821,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,6/29/2023,PKR9 Crore,90000000
822,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,07/11/2023,PKR1.5 Crore,15000000
823,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/11/2023,PKR3.25 Crore,32500000
824,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,289 Sq. Yd.,For Sale,07/11/2023,PKR6.75 Crore,67500000
825,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,"1,000 Sq. Yd.",For Sale,07/11/2023,PKR40 Crore,400000000
826,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/11/2023,PKR72 Lakh,720000000
827,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/03/2023,PKR3.5 Crore,35000000
828,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",2,2,72 Sq. Yd.,For Sale,6/28/2023,PKR62 Lakh,620000000
829,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,07/04/2023,PKR1.6 Crore,16000000
830,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,"1,000 Sq. Yd.",For Sale,07/04/2023,PKR38 Crore,380000000
831,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/04/2023,PKR87 Lakh,870000000
832,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/28/2023,PKR1.5 Crore,15000000
833,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,122 Sq. Yd.,For Sale,6/28/2023,PKR56 Lakh,560000000
834,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,7,"1,000 Sq. Yd.",For Sale,6/29/2023,PKR21 Crore,210000000
835,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/29/2023,PKR18 Crore,180000000
836,House,Sindh,Karachi,"Naya Nazimabad, Karachi, Sindh",4,7,120 Sq. Yd.,For Sale,6/29/2023,PKR2.5 Crore,25000000
837,House,Sindh,Karachi,"Malir, Karachi, Sindh",5,4,350 Sq. Yd.,For Sale,6/29/2023,PKR9 Crore,90000000
838,Flat,Sindh,Karachi,"ASF Tower, Karachi, Sindh",3,3,189 Sq. Yd.,For Sale,6/29/2023,PKR1.07 Crore,10700000
839,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,6/29/2023,PKR9 Crore,90000000
840,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",6,5,375 Sq. Yd.,For Sale,6/29/2023,PKR8.25 Crore,82500000
841,House,Sindh,Karachi,"Navy Housing Scheme Karsaz, Karachi, Sindh",6,5,350 Sq. Yd.,For Sale,6/29/2023,PKR12 Crore,120000000
842,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,233 Sq. Yd.,For Sale,6/29/2023,PKR6.5 Crore,65000000
843,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,243 Sq. Yd.,For Sale,6/29/2023,PKR6.5 Crore,65000000
844,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,227 Sq. Yd.,For Sale,6/29/2023,PKR6.25 Crore,62500000
845,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,4,292 Sq. Yd.,For Sale,6/29/2023,PKR8.75 Crore,87500000
846,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",1,1,136 Sq. Yd.,For Sale,6/29/2023,PKR4.65 Crore,46500000
847,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,11,600 Sq. Yd.,For Sale,07/11/2023,PKR13.5 Crore,135000000
848,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,7,600 Sq. Yd.,For Sale,07/11/2023,PKR14 Crore,140000000
849,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,3,272 Sq. Yd.,For Sale,07/11/2023,PKR6.7 Crore,67000000
850,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,07/11/2023,PKR19 Crore,190000000
851,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/11/2023,PKR19 Crore,190000000
852,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/04/2023,PKR90 Lakh,900000000
853,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",4,3,300 Sq. Yd.,For Sale,07/04/2023,PKR4.05 Crore,40500000
854,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/04/2023,PKR8.65 Crore,86500000
855,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,07/04/2023,PKR1.05 Crore,10500000
856,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,89 Sq. Yd.,For Sale,07/04/2023,PKR70 Lakh,700000000
857,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/28/2023,PKR1.25 Crore,12500000
858,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,6/28/2023,PKR1.37 Crore,13700000
